533.0,376.0,22.0,23.0
532.9631099700928,376.3017044067383,21.107914,23.220032
531.744610786438,375.1963367462158,20.094557,23.21259
529.9073619842529,374.16021156311035,20.007595,23.087666
528.258131980896,372.66734409332275,19.19839,22.820845
527.4626598358154,372.0213842391968,19.245312,23.01871
527.1637754440308,370.61633110046387,18.445604,23.474125
527.1611986160278,371.00086784362793,18.439001,23.273083
527.2174453735352,370.13199043273926,17.877571,23.39243
526.9053821563721,368.8549289703369,18.230045,23.466663
526.3076343536377,368.30661487579346,18.03635,23.397749
527.6469507217407,367.77964210510254,17.378775,22.98981
528.3730783462524,368.0383882522583,17.430975,22.856123
528.28928565979,368.2245454788208,17.088413,22.817923
529.4592390060425,367.4025049209595,17.312143,22.729551
530.6521348953247,365.96383571624756,16.821257,23.328157
532.0996246337891,365.0190954208374,16.696785,23.555605
534.0499019622803,364.7293519973755,15.897541,23.964712
535.4184942245483,365.3333387374878,16.179125,23.485544
534.869517326355,364.556752204895,16.258806,23.604422
537.6957759857178,364.47078132629395,15.057705,23.114368
538.1363682746887,364.25499153137207,14.894523,23.216839
540.6263742446899,364.330849647522,13.464193,23.300879
540.7200555801392,365.1622152328491,15.920225,23.056795
543.3264970779419,365.8097686767578,15.409719,22.33464
543.095431804657,366.073317527771,15.155694,22.245333
545.7304792404175,366.4878807067871,14.729197,21.77224
547.9710531234741,366.37931728363037,15.053835,23.111917
550.8975200653076,366.8465566635132,14.872959,22.728197
551.7338457107544,367.28876781463623,14.900679,23.116854
554.314154624939,368.8934154510498,14.814089,22.836742
554.8583536148071,368.4897041320801,14.836691,22.762207
556.6186556816101,369.8387508392334,15.492051,23.397594
558.7791333198547,370.6290855407715,15.303252,23.542358
560.8272428512573,373.23120880126953,14.695818,22.203041
561.625545501709,375.05156326293945,15.0084,22.481682
564.807186126709,377.55695629119873,15.120247,22.160776
564.7585463523865,376.7469844818115,15.359952,22.381573
566.590274810791,379.7336301803589,15.121323,22.422617
569.6668462753296,382.55124378204346,14.9242115,21.925695
571.4216680526733,385.0317039489746,14.860193,22.487389
574.6704497337341,387.9641342163086,14.356206,22.240204
576.3811469078064,391.0320110321045,15.436475,22.371006
576.1338572502136,391.46542263031006,15.18403,22.157206
580.869517326355,395.71085834503174,14.250055,22.304625
585.155613899231,401.36662101745605,13.578444,22.17152
588.2679967880249,406.94390869140625,13.500536,21.396797
589.4349188804626,411.143630027771,14.259076,22.036089
591.2549595832825,415.62871170043945,13.80062,21.924103
591.4451775550842,415.5308303833008,13.949893,22.29171
594.2913188934326,421.83067512512207,14.59959,20.82587
595.3493332862854,428.6017026901245,13.738124,21.043772
596.9953098297119,432.75926303863525,13.764599,22.055815
599.4095721244812,439.3689594268799,13.960946,21.521244
600.9587206840515,444.23023223876953,13.995614,21.632118
600.9058485031128,443.6133146286011,14.115152,21.69858
601.9362859725952,448.8830375671387,13.651636,21.135681
602.6120882034302,452.5185785293579,14.411947,21.411749
603.2959837913513,455.51930713653564,14.31825,22.129675
604.5362305641174,458.6625394821167,14.256221,21.319353
604.8753638267517,462.18354415893555,14.257123,20.099594
604.6653952598572,462.618127822876,14.272717,20.040836
604.7483639717102,462.9329891204834,14.239394,20.92384
605.1665630340576,464.6460952758789,14.209873,20.911385
